Role,Input
Java Developer,8 years j2ee architecture framework java j2ee jsf ajax ant xhtml ajax dom json bootstrap javascript java weblogic webuser interface ui dhtml css3 java script expertise javascript bootstrap mvc angular js backbone js node js node ide eclipse my eclipse proficient struts java servlets spring web flow apps framework javascript ruby rails java expertise xml web services soap xml rpc jax rpc jaxb restful experienced j2ee application servers apache jboss web logic jquery prototype x html dhtml oo javascript json dom css xml xslt javascript libraries angular rdbms sql functions stored procedures relational dbms sql pl sql grunt gits http restful eager us new york ny january 2016 america home box office inc hbo second america backbone javascript jquery microsoft smart glass xbox sdlc agile scrum angular node js ajax javascript restful web service oriented architecture soa angular js spring data framework spring jdbc spring orm aws ec2 troubleshoot aws ec2 status system status instance status spring spring jms used database connectors mule esb hql sql api created stored procedures sql sql sql unix ibm ear log4j jira git environment java node hachette book group boston ma november 2014 to december 2015 description hachette book group hachette livre france third third sdlc agile methodology involved gui javascript implements bootstrap javascript node node js spring framework used spring jsp j2ee xml spring framework spring aop used spring front controller business controller web services xml json sungard as soap web services apache implementation of restful json data jdbc sql hql monitoring sql designed hibernate eh cache sql pl sql created shell script java unix used jenkins micro applications supporting change management weblogic environment java html javascript json jax rpc apache camel hibernate atlanta january 2014 to october 2014 mobile oauth 2 0 ui t mobile interacted with business users jsp dhtmlx javascript css mq ui xul xsl xslt xhtml css3 json aop mvc orm rail s active record j2ee java jsp servlets jdbc xml ejb configured spring ioc lifecycle of service objects sql xul javascript angular ui wherein menu xml used bootstrap javascript procedure queries views oracle eclipse ibm mvc adobe fireworks photoshop dreamweaver illustrator ajax edward jones st louis january 2012 to december 2013 edward jones mvc used spring front controller business controller system services used spring web services hibernate and spring jdbc for interacting with the database java objects xml web services soap log4j scm jsp javascript ant organization templates concurrent requests applications used firebug spring aop soap wsdl jboss cvs birla soft january 2010 to november 2011 the hr department followed waterfall methodology java jdk1 javascript ajax struts mvc collection objects db created custom exceptions used jdbc sql deployed applications on apache tomcat server used mantis used eclipse ide environment java jdbc servlets struts eclipse ide 2009 december 2009 icici bank ltd india responsibilities involved in sdlc requirements rational rose developed servlets jsp servlets java bean ejb jdbc ui jsp javascript environment ibm websphere servlets jsp bachelor s skills java 7 years javascript 7 years 7 years 7 years xml 7 years node xml xhtml xslt javascript ajax jdbc angular micro rdbms oracle sql server toad mongo db nosql db2 application eclipse ide firebug bugzilla ant
Java Developer,android developer 7 years around 4 years designing development of android applications around 3 years java applications extensive android android os android framework location camera notifications maps developed expertise native android applications android apache api s android version 5 marshmallow android version motor framework a elerator framework action loaders scroll view list view recycler views experience mvc view controller validated json json rest storage android thread asynctasks and services activities java script ajax xml java native interface svn java script undertook android application development mokito robotium working oma dm proguard dexguard ui notifications adapters content provider services storage android eclipse intellijidea idea sdlc waterfall development extensive windows us june 2017 android studio handling json gson parcebale constructing authorization and authentication async used android facebook email gui worked file used parceler embedded google maps api gps location data integrating restful api basic authentication location manager restful web json push notifications gcm proguard apk ddms leak canary ide android api adt location gps log cat android developer wells fargo charlotte november 2015 android sdk android studio implemented model view presenter json jira kt sessions the application adb logcat ddms utilized async task thread handler services ui listview scroll view view pager navigation drawer custom view customized buttons toast s dialog s daily standup utilized gps atm android studio web services dallas july 2013 to october 2015 dallas july 2013 to october 2015 xml dom java mail api gmail fixed driven webview listview designed ui xml the android marketplace android os eclipse logcat ddms java developer november 2011 to june 2013 hartford ct november 2011 to june 2013 jsp java script ide eclipse jsp java script angular js created sql pl sql jms point point jsf ajax log4j developed jsf java jsf javascript sql environment core java 1 5 j2ee angular sql jms pl may 2010 to sdlc jsp designed ui jsf javascript mvc business delegate data used java message service the brokers designed java websphere application server used junit log4j servlets ejb s websphere studio application developer environment struts jms xml rose ibm db2 udb education bachelor s 6 years 4 years android sdk javascript 1 xhtml servers web logic 8 apache jboss eclipse ddms logcat version controls subversion unix
Java Developer,sr lead java 9 years java expertise java java xml javascript jee xml web services spring hibernate extensive javascript frameworks js json health care spring spring hibernate jsf express single angular javascript bootstrap java j2ee insurance financial services healthcare consuming restful web ajax angular soap rest java jersey apache cxf extensive mvc business delegate xml extensive ibm jms js jquery javascript angular js javascript rwd python scala shell groovy grails perl amazon web services ec2 rds ebs esb jboss esb application servers web servers ibm bea jboss tomcat ibm eclipse rdbms sql pl sql ddl dml toad rational unified process rup uml java enterpriseapplications log4j version control svn cvs extensive sql pl sql procedures functions triggers junit ant good hudson jenkins experience jenkins bug non relational databases websphere express node js jboss application server tomcat sun solaris aix linux windows good january 2019 node javascript typescript bootstrap node spring controllers angular js java eclipse ide git as a version control involved war unix used jenkins jeera controllers dom a single page application spa plugins angular react jms spring mvc microservice spring boot spring spring dao spring aop spring aop consumed rest rest sql spring boot orm mvc sql apache camel jms restful utilized apache cxf api soap rest qa selenium used log4j java websphere log4j emma aws simple storage simple db hosted aws jsp javascript angular restful microservices mockito jeera sr april 2016 to december 2018 agile methodology tdd scrum developed angular angular httpservice creating angular js developed angular simulator amazon jms mocha chai gulp karma istanbul configured spring ldaptemplate spring spring jersey angular php ajax created collections crud mongo node sql json orm criteria named hql soa soap apache eclipse web tools the web services integrated created node js express mvc front end spring spring batch implemented normalization api http built restful api crud jersey jax rs json express node day jenkins involved microsoft team foundation xml novus encrypted data node json rest api cache spring qa writing time day day scrum 8 spring 4 angular node sql jenkins mongo morgan stanley new york ny september 2015 to march 2016 scrum javascript angular js j2ee session facade factory angular mvc angular angular ajax helper spring storedprocedures spring mvc ui jsp javascript angular spring ajax angular j2ee rest jersey frameworks service oriented architecture soa json responsible soa web services designed jax ws soap apache cxf exposing apache cxf apache ngresources rest angular js service rest angular controllers designing interface angular angular js swagger ui junit mockito node jquery ajax created restful express the spring framework wrote jdbc groovy grails jersey jax rs involved jdo java data objects and hibernate implemented spring bean factory aop global api comparing spring mongotemplate implemented soa web services soap xml ldap authentication authorization service java ldap jndi xml java objects tomcat web server involved in the performance tuning of the application angular javascript mvc javascript daily modules ant jacl used oracle coherence in java collection api javabean qa environment j2ee tomcat web ldap wells fargo nc september 2013 to august 2015 rational unified process rup uml rational rose designed mvc jsf spring developed ui for customer service modules jsf jsp ajax javascript session facade factory mvc orm query language java script caching jsf backing beans ui ajax jsp middle tier spring consumed soap axis jax rs spring soap ui created logging spring aop spring security consumed rest rest jax rs ibm jsf spring java apache ibm jms ui cucumber and selenium rational clear quest pl sql day gradle http db ibm april 2012 to august 2013 design created rational rose for the configuration cache mvc struts ejb s implementing spring tiles used spring batch dev qa sql oracle core java struts jsp servlets custom tags deployment of application in the jboss server ant struts the jsp client implemented spring spring web flow spring mvc spring ui followed soap soap soap ui soap web services xml http xsl soap xml third validator xml designed caching singleton config ejb jar web xml xml designed and developed jsp validations session pojo ejb 3 0 ibatis sql xml pl sql validator validations api http xml git configuration wrote action classesto ui xml xslt dom xml ejb webservices javascript java developer autonation inc fort lauderdale december 2010 to march 2012 rational rose ibm rational java doc participation design review presentation gui jsp struts creating product service components health care codes coded action java beans service annotations and generics extensive ajax javascript javascript framework ui api ajax appropriate use of session scope integrating spring inversion of control updating spring configurations java spring spring spring application spring web services soa soap un software quality assurance sqa rational clear quest creating ibm rational clear solving qa javascript ajax web services ibm ibm websphere application ibm db2 jms spring framework pl sql 3 8 ant 2 7 education bachelor montana state university 2010 8 years 8 years 8 years 8 years 8 years sql pl sql javabeans dom parsers ajax soap web technologies xhtml1 1 brackets webstorm web application servers tomcat ibm data base sql 2005 2000 mongo db platforms windows unix linux
Java Developer,hachette book group boston ma 8 years j2ee architecture framework java j2ee jsf ajax ant xhtml ajax dom json bootstrap javascript java javascript bootstrap mvc angular js backbone js node js weblogic webuser interface ui dhtml css3 java script node ide eclipse my eclipse proficient struts java servlets spring web flow apps framework javascript ruby rails java expertise xml web services soap xml rpc jax rpc jaxb restful experienced j2ee application servers apache jboss web logic jquery prototype x html dhtml oo javascript json dom css xml xslt javascript libraries angular rdbms sql functions stored procedures relational dbms sql pl sql grunt gits http restful eager april 2016 hachette book group hachette livre france third third sdlc agile methodology involved gui javascript implements bootstrap javascript node node js spring framework used spring jsp j2ee xml spring framework spring aop used spring front controller business controller web services xml json sungard as soap web services apache implementation of restful json data jdbc sql hql monitoring sql designed hibernate eh cache sql pl sql created shell script java unix used jenkins micro applications supporting change management weblogic environment java html javascript json jax rpc apache camel hibernate november 2015 to march 2016 america home box office inc hbo second america backbone javascript jquery microsoft smart glass xbox sdlc agile scrum angular node js ajax javascript restful web service oriented architecture soa angular js spring data framework spring jdbc spring orm aws ec2 troubleshoot aws ec2 status system status instance status spring spring jms used database connectors mule esb hql sql api created stored procedures sql sql sql unix ibm ear log4j jira git environment java node january 2014 to october 2015 mobile oauth 2 0 ui t mobile interacted with business users jsp dhtmlx javascript css mq ui xul xsl xslt xhtml css3 json aop mvc orm rail s active record j2ee java jsp servlets jdbc xml ejb configured spring ioc lifecycle of service objects sql xul javascript angular ui wherein menu xml used bootstrap javascript procedure queries views oracle eclipse ibm mvc adobe fireworks photoshop dreamweaver illustrator ajax edward jones st louis january 2012 to december 2013 edward jones mvc used spring front controller business controller system services used spring web services hibernate and spring jdbc for interacting with the database java objects xml web services soap log4j scm jsp javascript ant organization templates concurrent requests applications used firebug spring aop soap wsdl jboss cvs birla soft january 2010 to november 2011 the hr department followed waterfall methodology java jdk1 javascript ajax struts mvc collection objects db created custom exceptions used jdbc sql deployed applications on apache tomcat server used mantis used eclipse ide environment java jdbc servlets struts eclipse ide 2009 december 2009 icici bank ltd india responsibilities involved in sdlc requirements rational rose developed servlets jsp servlets java bean ejb jdbc ui jsp javascript environment ibm websphere servlets jsp bachelor s skills java 8 years 8 years 8 years javascript json jax rpc apache camel hibernate xml xhtml xslt javascript ajax jdbc angular micro rdbms oracle sql server toad mongo db nosql db2 application eclipse ide firebug bugzilla ant
Java Developer,java j2ee 6 years java j2ee technologies excellent java j2ee j2se servlets jms jdbc java strong ui jsp javascript jquery xml xsl xslt dom sax extensive model view controller struts spring mvc extensive orm hibernate hibernate spring data oracle 8i sql pl sql stored procedures expertise j2ee singleton jboss proficiency java ide eclipse jbuilder workshop expertise scm vss svn memory db connection thread december 2016 to june 2019 development of the learning portal learning content management distribution space roles diagram developed jsp servlet responsible client javascript struts framework model view controller java script core java jsp shell scripts websphere setup involved sphere environment jdk jsp javascript jquery dojo xml sql web content java december 2015 to december 2016 master data management enterprise petco customers person organization the xmls roles and responsibilities designed xml ech use case srs adopted spring ioc integrated spring tidal daily weekly ech 2 spring jsp oracle 10 june 2012 to february 2015 ibm sterling java roles responsibilities java created xml third ibm sterling order management warehouse jsp svn jboss server environment ibm sterling order jsp servlets june 2008 may 2012 servlets sql sql ajax frameworks sunita boda additional information technical skills programming languages sql sql
Java Developer,8 years software design development and implementation of enterprise java j2ee javascript ajax jquery extensive j2ee servlets jsp jdbc ejb jms expertise jsf struts web application ibm bea react react js expertise ioc di spring framework core web jdbc mvc spring web flow jsf crud service oriented architectures xml saml xml xsd xsl xslt dom sax micro soa soap restful extensive ide eclipse net logic workshop wsad struts action classes action forms struts validation framework struts struts tag libraries expertise sql svn cvs git web services technologies jms service oriented architecture soa docker kubernetes expertise aws sql cassandra mongo db ant maven gradle log4j junit designed waterfall model sdn unix linux solaris red hat ant gradle maven jaltova xml ibm sun solaris 8 9 linux cloud container rds bootstrap bable js ember js node expertise soa web services soap jax b restful web services effective april 2018 present description mckesson corporation american 208 4 billion 2018 mckesson the united states additionally mckesson scrum angular2 mvc ui ajax ajax json format helper angular2 angular2 jersey jax rs ldap template es6 react spring jersey http json spring batch orm hql dao stored procedures java hql hibernate exposing soap apache cxf apache apache camel jms active mq series jms consumed json nosql mongo db mongo db mongo db kubernetes google container engine gke kubernetes oracle 24 hours swagger ui mockito spoke selenium developed used oracle software development life cycle jira 10 jenkins environment j2ee javascript rabbit mq ldap db2 sunos unix windows 7 developer oracle seattle wa december 2016 to march 2018 http service for rest service created custom ui angular css bootstrap javascript soa micro web services j2ee rest jersey frameworks service oriented architecture soa json angular js service rest angular controllers designing interface angular angular micro spring boot framework swagger jersey consumed apache http client http get put post delete caching cache control http micro rest restful apis configure ci restful api aws aws vmware writing chef recipes chef web apps aws aws ec2 ecs docker docker java spring camel kafka cassandra aws prepare solr micro services cassandra jbpm hql queries hibernate maintaining oracle consumed json oracle 11 rabbit mq selenium git apache camel angular angular ui bootstrap jms jersey karma gulp git jenkins selenium sql october 2015 to november 2016 ivr ivr dtmf voice used java servlets jsf jsp struts view components action classes jsp mvc data reviewed nuance gvp team analysis design and development using servlets apache struts gvp vxml struts sub submit goto vxml parse tool vui oncall performed speech sql the speech applications with call flow visio vui vui prepared sanity ivr qa ivr web ivr web services nbest nuance linux winscp ecma dtmf voice environment spring ajax ibm awk python programming microsoft visio eclipse goto march 2014 to september 2015 ui jsf rich faces jquery xhtml jsf backing beans ui jsf converters spring web used ajax json session facade factory mvc xml xml xml xml schema dom system oriented architecture jdbc ldap security pojo hibernate wrote hibernate messaging jms used sonar sonarqube 6 0 integrated eligibility system involved bugs environment java 1 5 jms javascript xml sql 2005 java j2ee january 2013 to february 2014 spencer s india jsp jstl action forms action classes javascript jdbc agile scrum the uml rational rose developed jsp jstl tags jsp sql crud jsp servlets ejb s performed unit web pages javascript j2ee core value objects dao system mvc model view controller framework jdbc jdbc api building mvc java script css jdbc eclipse ant java j2ee developer ing vysya bank delhi delhi may 2011 to december 2012 customer service modules jsf jsp prime faces ajax javascript ajax helper soap jax ws sql jdbc sql oracle 9 ejb sdlc the documentation of the project environment java j2ee servlets jsp xml javascript ant sql 6 1 windows nt 2000 acharya nagarjuna university java spring wsad html javascript svn xml xsl xslt j2ee1 sql pl sql javabeans dom parsers ajax javascript ibm 6 x 5 x 4 rdbms oracle 12c 11 sql 2008 2005 2000 platforms rational clear case methodologies agile scrum tdd
Java Developer,java web north east china coding talented computer programmer january 2019 to june 2019 prc online shopping springboot mybatis ajax september 2014 to december 2018 troubleshoot september 2016 to january 2019 september 2013 to june 2016 skills ajax 1 year 2 years 2 years java database connectivity 2 years javascript 1 2 years 4 years 2 years spring 2 years 2 years 2 years 2 years 3 years 2018 g servlet module core module github jeffreylsq demo 2017 10 framework module dispatcherservlet handlermapping handler requestmapping description the github student e business store jeffreylsq e 2019 04 ajax mapper controller service mybatics mysql shipping default front end
Java Developer,java fullstack over 7 years stack java agile waterfall use case sequence uml rational rose and rup java thread file io serialization experience core java j2ee jms jdbc jquery expertise custom tags experience j2ee ibm bea information technology developed xml api spring framework spring core spring ioc dependency injection expertise mvc web framework spring 4 spring web flow boot spring cloud spring boot experience web services soap restful experience sql oracle 10g 11 sql 2005 2008 db2 sql apache cassandra ide netbeans spring tool suite websphere oracle weblogic red hat jboss servers developed ci jenkins kubernetes kubernetes ant maven gradle log4j slf4j easy mock selenium amazon web services aws ec2 elastic beanstalk cloud watch cloud front rds elastic cache sns sqs java fullstack january 2019 analysis design development css media queries ajax javascript javascript browser cache designed restful api s postman working stream api the stream api used multi threading list map j2ee spring inversion of control ioc aop used spring 4 spring web services xml web services java objects xml hibernate framework pojo spring boot api s hands java ide s intellij extensively junit aws services involved cicd git nexus jenkins create docker aws log4j jenkins sr java november 2017 to december 2018 monthly responsibilities provided javascript hibernate developed jquery backbone js server side code mvc ant svn source configuration management scm extensively jsp angular css bootstrap javascript javascript angular modules bootstrap angular ui ui node js react js designed application spring mvc framework mvc used spring core inversion of control ioc xml http request java jdbc servlets eclipse maven nightly jenkins test cucumber weblogic jsp ajax javascript spring mvc spring aop mvc bootstrap javascript jquery xml xsd log4j oracle sql cucumber sr java developer citizens bank north haven january 2016 to october 2017 world wide web password their checking saving loan mortgage application applications integrated spring spring hibernate template bootstrap 3d shapes bootstrap rdbms jquery datepicker tabs jquery jquery ajax javascript consumed restful twitter bootstrap rich internet application ria faster ui ui mvc javascript data binding bootstrap xml json http jackson json converted restful web services jersey jax rs java used mockito es6 working bower git environment spring4 0 jersey html adobe photoshop drools cs4 git october 2014 to december 2015 description developed product registration portal electrolux aws ec2 javascript angular ajax json third aws enabled versioning restful restful built websphere application server websphere spring controllers angular js java ajax xml controller spring controllers spring mvc used json javascript angular js developed java restful spring mvc restful web jax rsapi worked on cloud implementation cloud foundry aws plugins angular tortoise svn source used subversion svn performed tdd triggers npm environment java 1 7 javascript angular js sql jsp svn java developer mactech it solutions india march 2012 to september 2014 eclipse ide aws save edit view delete and reference data services dfc json xslt developed javascript javascript data source xml xslt xml schema xml the apache server responsible target environment java j2ee
Java Developer,wells fargo richmond ca highly 8 years design development testing and implementation java java ee strong service spring restful soap architecture design and development of object oriented software systems web applications mvc xml xsl javascript experience oracle sql 2000 2005 2008 db2 mysql sql jdbc apache tomcat 6 web services soap restful xml xsd apache performed junit sql oracle implementation of enterprise jquery angularjs and spring mvc authorized us wells fargo richmond ca june wells fargo home mortgage lending team members javascript angular js framework worked spring angular js request mapping single page application angular the spring rest services business objects used object relational request response spring aop eclipse ide eclipse ide webstorm angular js pages protractor jasmine module mockito angular jboss eap eclipse juno testng january 2016 may 2018 vecna medical kiosk emr ehr hl7 x12 xml the patient kiosk the patient portal responsibilities followed agile scrum xp java javascript j2ee spring 2 mvc web services j2ee eclipse developed apache cxf framework worked test cases tomcat ubuntu linux jenkins ant for build automation code reviews xml xslt xquery ajax json selenium involved http firefox developed dom java script apache cxf tomcat ajax february 2015 to december 2016 suntrust caps authentication verification identification risk management credit responsibilities used iterative struts hibernate web services spring core implemented persistence sql api used f framework oracle restful web services jersey framework applied soa web services log4j xml xslt ant stored procedures triggers sql eclipse ide following agile used ftp wsftp pro connection pooling and data source websphere application environment 6 j2ee oracle10g 2 1 eclipse unix subversion bank of america calabasas ca december 2014 to january 2015 responsibilities used object oriented design and object oriented programming polymorphism inheritance interfaces generics and collections extensively user interface jquery dojo ajax jsp graphical user interface identified struts action struts form struts jsp jsp struts struts created ant interface jsp jstl oracle soa web services ear eclipse ide apache api qa ajax xsd pl sql december 2013 to november 2014 xhtml javascript followed the agile cross browser designed banners icons uat xhtml july 2012 to november 2013 the underwriting and administration of disabilities metlife responsibilities extensively used java mappings eclipse integrated development environment ide apache log xml ajax ibm eclipse ajax log4j education bachelors in information technology in information technology 2008 skills eclipse servlets javascript xml db2 jdbc sql server sql ajax java j2ee angular jboss eap eclipse juno testng jira 7 years
Database Administrator,lawrenceville ga sql 2005 2008 2012 2014 ssis april 2017 train users review procedures review find the day monthly every one hour sql sql sql incomm alpharetta january 2014 to february 2017 microsoft sql monitors idera sqldm creates dba sox etl sql works windows sql sql 2005 sql 2008 2012 provides 24 7 coordinates reviews assists a 4 month education bachelor of science lead city university july 2013 skills database ms sql 2005 sql sql 2005 sql 2008 sql 2008 2012 shipping additional information skills installation and building server sql sql 2005 2008 sql 2005 sql sql 2012 2003 2008 2012 sql sql queries etc management database log shipping sql 201 2005 sql 2008 sql sql sql modify sql highly
Database Administrator,database administrator houston tx five years december 2008 august 2011 db technical support monitored sql sql maintenance monitored looked tested database management systems skills used lagos gu skills sql microsoft powerpoint windows xp microsoft assembly microprocessors hardware systems design digital electronics system microsoft
Database Administrator,constituting su improve my further technical professional skills profile summary 4 years sun solaris 12c oracle 11 12c single node multi creating users roles profiles assigning roles profiles to users experience on data guard managing database storage structures data files space resizing maintaining the cold and hot logical rman backups of the databases performing logical backups using export utility and restoring specific object schema using import utility monitoring and performing daily backups weekly backups rman psu patches troubleshooting of database maintaining of buffer cache library cache awr ash addm 10g to 11g and 11g to 12c design the us work experience oracle database administrator cognizant hyderabad june 2016 4 years sun solaris 12c oracle 11 12c single node multi creating users roles profiles assigning roles profiles to users experience on data guard managing database storage structures data files space resizing maintaining the cold and hot logical rman backups of the databases performing logical backups using export utility and restoring specific object schema using import utility monitoring and performing daily backups weekly backups convergys hyderabad june 2014 to june 2016 jntu kakinada andhra pradesh 2013 skills databases oracle 4 years sql 4 years 3 years r2 12c sql
Database Administrator,amazon redshift administrator redshift administrator etl developer us redshift administrator fort lauderdale february 2018 redshift rds aws user redshift design rds redshift matillion etl the aws big data ecosystem rds redshift expertise expertise query tuning implementing work load redshift snapshots database administrator quito provincia de november 2014 to december 2015 physical model sql management postgresql oracle migrated created database administrator september 2007 to october 2014 ceige la havana disk mirroring technology s metadata the dbms education bachelor computer science university of informatics june 2007 skills sql 5 years 7 years 1 year 4 years microsoft 10 years 3 years net 2 years etl data datastage data stage additional information proficent metadata sql management postgresql oracle microsoft
Database Administrator,october 2015 to april 2019 scrum track scrum scrum maintains coordinates june 2013 to october 2015 linux oracle 10 rman backups hot backups logical backups patch patch runinstaller sql tuning used tuning statspack tkprof experienced asm rac non rac construction of catalog backups of large databases rman the production development managing database structure and storage allocation monitored oracle grid control junior richmond va may 2012 to june 2013 data oracle 11 grid control automated the data replication materialized views used oracle enterprise oem 11g cluster oracle rac su physical standby oracle data guard oracle rac oracle support the srs education virginia commomwealth university richmond va august 2013 sql linux exp imp data toad oracle 10g 11 sun
Database Administrator,more than six years dba configuring single instance oracle real application clusters rac automatic storage management asm asm ibm aix solaris data guard failover switchover read clone installation patching cloning and upgrading of oracle databases grid infrastructure extensive rman sql tuning sql rac asm oracle rhel hp ux non rac rac rac non rac rman rconfig nodes rac 12c oracle advanced technologies oracle streams data guard real application clusters data guard linux rman complete and incomplete recovery tablespace point time recovery oracle data pump export import classic original export import experience quarterly cloning oracle application uat oracle applications and oracle databases experience materialized views security user management privileges roles oracle flashback technology flashback flashback flashback drop flashback table flashback query sql tuning advisor sales performance management spm segment session history ash addm sql tuning sql trace explain plan sql goldengate creating oracle wallet oracle 11 tuning sql pl sql materialized views database hands rman sql backtrack veritas netbackup disk space management expertise rman catalog nocatalog cross platform transportable tablespace statspack awr tkprof sql sql sql pl sql enjoy us february 2015 databases applications upgrade oracle 10 sql trace statspack explain plan tkprof extensive performance tuning memory sga srdf raid raw devices perform perform sql tuning sql use rman perform hot cold rman management of schemas kornshell sql dba data guard logical rac rman veritas netbackup commvault implement active data guard logical and physical standby 10g 11 12c the production databases configure data guard tb optimal 12c rac non rac standby databases active data guard snapshot standby data guard broker involvement the development team application team system administrators release teams tuning of oracle database sql trace sql trace oracle enterprise oasis oem oem implement goldengate rac monthly develop rman backup rman active active duplication experience expdp impdp goldengate exp dbms crontab universe design hot cold rman support asm disk group rac generate statspack awr oem 12c oracle 11 oracle wait events sql optimizer hints sql sql sql richmond va march 2013 to february 2015 rman data pump export import oracle rman crontab rman autoconfig pre patch analysis applied patches maintenance pack interoperability patch release validated apps relinking the oracle apps rac non rac production test and development planned rman sql sql maintained strong patch patch runinstaller perl oracle s data pump export import of oracle rman data pump conventional export import of oracle 10 hp ux su oracle su cdb 12c cdb pluggable databases pdb ran created physical standby rman data guard broker physical standby physical standby su materialized views oracle streams sun solaris sql october 2009 to march 2013 roche diagnostics input microsoft excel magna pure 96 magna pure compact hamilton star cobas 4800 education school of professional and graduate studies overland park ks business science courses university of alaska additional information 6 years 6 years 12c sql sql db configuration exp imp logminer quest qdesigner ibm mac 450 sun storedge 6320 ibm sql course certificate industry certification
Database Administrator,database administrator 7 years oracle exadata oracle enterprise cloud control 12c rac linux sun solaris installation upgrading databases oracle troubleshooting performance tuning backup recovery sqa oracle rac rac clusterware administration srvctl crsctl asmcmd cellcli extensive recovery pitr tspitr export import flashback technologies database technology databases oem grid sql sql ddl dml sql sql sql tuning sql sqltxtract applying patches critical patch update patch set rac logical erwin recycle bin 11 grid monitoring windows aix oracle dataguard standby databases standby rman standby databases logical dataguard non asm asm rman expertise cross statspack awr automatic workload repository tkprof sql upgrades patches tar cloning backups recovery manager performance june 2017 oracle 11 cloud control 12c create oracle provide production tune oracle12c plan nightly rman 12c 12c pdb metadata pdb remote clone pdb snapshot data guard rman veritas net backup active data logical physical standby 12c and cloud control implemented golden gate rman oracle 10g 11 oracle 11 g data guard ssl olap goldengate goldengate veridata linux 3 srvctl crsctl adr asmcmd one year old monthly rman expdp impdp golden gate exp dbms crontab designed cold hot man with flash recovery area and logical backups expdp impdp statspack awr oem 12c oracle 11 oracle sql sql sql application db s ec2 rds sql indianapolis april 2016 to june 2017 development test uat daily red hat linux manhattan oc11 sci edw datapump database rman duplicate used rman duplicate expo rman duplicate planned backup restoration strategy planning backups logical backups with export import data 12c configuring 12c sql pl sql awr addm active session history ash worked applications the packages triggers and indexes file rman sql database sql trace daily linux r2 implemented dataguard rac systems analysts systems engineers admins application developers os objects tablespaces schemas march 2013 to april 2016 rman oracle rman scheduling the physical backups cron rman oracle 11 rac sql sql patch patch runinstaller oracle s datapump export import oracle tablespace oracle expertise rman datapump conventional export import of oracle hp ux su oracle 12c created oracle wallets tablespace databases created physical standby rman failover switchover data guard broker physical standby su oracle sun solaris sql april 2008 skills database sql rman solaris erwin oem 12c sql sql sql log remedy operating systems aix hp ux linux 450 sun storedge 6320 hitachi hp ux 9000 red hat linux
Database Administrator,department of housing and urban development bowie md authorized us daily sql sybase database systems su query analyzer ensure backups sql configure 2008 2016 ms sql select accomplishments cloud months agile production support database administrator citi group 2016 su 24 7 2015 one day 2015 oracle su database administrator university of maryland university college 2014 daily daily oversaw sox education bachelor s degree biologychem 8 years 8 years 6 years dba sql dba sql
Database Administrator,between 9 00 am and 9 00 north kingstown april 2019 sql 2004 2017 ibm db2 etl ssis act sql create etl analyze analyze 24 7 sql december 2016 to march 2019 sql vlf sql 24 7 sysadmin microsoft act sql daily day monthly september 2015 to november 2016 sql updates the rollout operations center 1600 vb6 vp converted windows xp sql 2008 sql 2012 may 2014 to september 2015 excel vb6 vba technical support consultant cvs health june 2013 may 2014 third swoon technologies became two months performed project managers sql consumer relations representative kaz usa inc southborough june 2012 to june 2013 3 minutes oracle education management information systems bridgewater state university present information systems management in information systems bristol community university of massachusetts dartmouth dartmouth ma skills dba sql dba
Database Administrator,database administrator seven years oracle 10 12c 18c ms sql us november 2017 sla rman datapump bct 11g to db data pump applied oracle quarterly opatch oracle oem capacity weekly march 2015 to october 2017 established created entity relational diagrams erd forward engineering uml unified modeling language part the oracle datapump and dbua rman datapump administering physical and standby pl sql procedures functions cursors triggers oracle 11 12c created remedy configure oracle 11 12c sql sql rman nfi junior march 2012 to january 2015 10g to 11 refreshes data pump imp exp rman oracle 10 windows linux oracle ofa sla rman datapump bct seven hours one hour deployed database oem cloning architecture ericnyambabid20760378
